workerid,proliferate.condition,agent,background,correct_answer,followup_name,grid_labels,item_name,item_presentation_condition,n_examples,object,options,prompt,property,response_type,show_generic,show_object,show_scene,slide_num,slider_label_l,slider_label_r,speaker,type,error
773,pedagogical-4,,,wug,name_identification,"['vicket', 'yem', 'blus', 'nar', 'wug', 'zobby']",,pedagogical,,,,What is the name of the item you learned about? Please select its name from the options below.,,grid,False,,False,5,,,,followup,
773,pedagogical-4,,,NA,generic_endorsement,,"['wug', 'wugs']",pedagogical,,,"[['Yes', 'yes'], ['No', 'no']]",Would you say the following is true?,green feathers,mc,True,,False,6,,,,followup,
773,pedagogical-4,Sheep,8,NA,perceived_character_knowledge,,"['wug', 'wugs']",pedagogical,4,"['bird', ['bird08', 'bird01', 'bird09', 'bird06', 'bird02'], 'green feathers']","[['Yes', 'yes'], ['No', 'no']]",Please refer to the image below. Did this character know that wugs could have green feathers before you observed it together?,,mc,False,True,True,7,,,,followup,
773,pedagogical-4,Sheep,8,been_while,character_arrival,,"['wug', 'wugs']",pedagogical,4,"['bird', ['bird08', 'bird01', 'bird09', 'bird06', 'bird02'], 'green feathers']","[['This character is a new researcher who just arrived here', 'just_arrived'], ['This character has been doing research on this planet for a while', 'been_while']]","Please refer to the image below. Is this character a new researcher who just arrived here, or have they been doing research on this planet for a while?",,mc,False,False,True,8,,,,followup,
773,pedagogical-4,,,NA,freeform_followup,,,pedagogical,,,,"In the text box below, please describe briefly what happened in this experiment.",,freeform,False,,False,9,,,,followup,
676,pedagogical-4,Elephant,9,,,,,pedagogical,,,,,,,,,,1,,,sb,agent_intro,
676,pedagogical-4,Elephant,9,,,,"['wug', 'wugs']",pedagogical,4,"['artifact', ['artifact03', 'artifact02', 'artifact01', 'artifact04', 'artifact05'], 'squeaking']",,,,,,,,2,,,sb,object_encounter,
676,pedagogical-4,Elephant,9,,,,"['wug', 'wugs']",pedagogical,4,"['artifact', ['artifact03', 'artifact02', 'artifact01', 'artifact04', 'artifact05'], 'squeaking']",,,,,,,,3,,,sb,object_property,
676,pedagogical-4,,,NA,predicted_probability,,,pedagogical,4,,,Imagine that you come across another wug. What are the chances that it squeaks?,,slider,False,,False,4,0% (impossible),100% (certain),,followup,
676,pedagogical-4,,,wug,name_identification,"['nar', 'vicket', 'blus', 'zobby', 'wug', 'yem']",,pedagogical,,,,What is the name of the item you learned about? Please select its name from the options below.,,grid,False,,False,5,,,,followup,
676,pedagogical-4,,,NA,generic_endorsement,,"['wug', 'wugs']",pedagogical,,,"[['Yes', 'yes'], ['No', 'no']]",Would you say the following is true?,squeaking,mc,True,,False,6,,,,followup,
676,pedagogical-4,Elephant,9,NA,perceived_character_knowledge,,"['wug', 'wugs']",pedagogical,4,"['artifact', ['artifact03', 'artifact02', 'artifact01', 'artifact04', 'artifact05'], 'squeaking']","[['Yes', 'yes'], ['No', 'no']]",Please refer to the image below. Did this character know that wugs could squeak before you observed it together?,,mc,False,True,True,7,,,,followup,
676,pedagogical-4,Elephant,9,been_while,character_arrival,,"['wug', 'wugs']",pedagogical,4,"['artifact', ['artifact03', 'artifact02', 'artifact01', 'artifact04', 'artifact05'], 'squeaking']","[['This character is a new researcher who just arrived here', 'just_arrived'], ['This character has been doing research on this planet for a while', 'been_while']]","Please refer to the image below. Is this character a new researcher who just arrived here, or have they been doing research on this planet for a while?",,mc,False,False,True,8,,,,followup,
676,pedagogical-4,,,NA,freeform_followup,,,pedagogical,,,,"In the text box below, please describe briefly what happened in this experiment.",,freeform,False,,False,9,,,,followup,
705,pedagogical-4,Tiger,5,,,,,pedagogical,,,,,,,,,,1,,,tg,agent_intro,
705,pedagogical-4,Tiger,5,,,,"['wug', 'wugs']",pedagogical,4,"['artifact', ['artifact05', 'artifact02', 'artifact04', 'artifact03', 'artifact01'], 'squeaking']",,,,,,,,2,,,tg,object_encounter,
705,pedagogical-4,Tiger,5,,,,"['wug', 'wugs']",pedagogical,4,"['artifact', ['artifact05', 'artifact02', 'artifact04', 'artifact03', 'artifact01'], 'squeaking']",,,,,,,,3,,,tg,object_property,
705,pedagogical-4,,,NA,predicted_probability,,,pedagogical,4,,,Imagine that you come across another wug. What are the chances that it squeaks?,,slider,False,,False,4,0% (impossible),100% (certain),,followup,
705,pedagogical-4,,,wug,name_identification,"['vicket', 'wug', 'blus', 'nar', 'zobby', 'yem']",,pedagogical,,,,What is the name of the item you learned about? Please select its name from the options below.,,grid,False,,False,5,,,,followup,
705,pedagogical-4,,,NA,generic_endorsement,,"['wug', 'wugs']",pedagogical,,,"[['Yes', 'yes'], ['No', 'no']]",Would you say the following is true?,squeaking,mc,True,,False,6,,,,followup,
705,pedagogical-4,Tiger,5,NA,perceived_character_knowledge,,"['wug', 'wugs']",pedagogical,4,"['artifact', ['artifact05', 'artifact02', 'artifact04', 'artifact03', 'artifact01'], 'squeaking']","[['Yes', 'yes'], ['No', 'no']]",Please refer to the image below. Did this character know that wugs could squeak before you observed it together?,,mc,False,True,True,7,,,,followup,
705,pedagogical-4,Tiger,5,been_while,character_arrival,,"['wug', 'wugs']",pedagogical,4,"['artifact', ['artifact05', 'artifact02', 'artifact04', 'artifact03', 'artifact01'], 'squeaking']","[['This character is a new researcher who just arrived here', 'just_arrived'], ['This character has been doing research on this planet for a while', 'been_while']]","Please refer to the image below. Is this character a new researcher who just arrived here, or have they been doing research on this planet for a while?",,mc,False,False,True,8,,,,followup,
705,pedagogical-4,,,NA,freeform_followup,,,pedagogical,,,,"In the text box below, please describe briefly what happened in this experiment.",,freeform,False,,False,9,,,,followup,
688,pedagogical-4,Dog,3,,,,,pedagogical,,,,,,,,,,1,,,sb,agent_intro,
688,pedagogical-4,Dog,3,,,,"['wug', 'wugs']",pedagogical,4,"['artifact', ['artifact05', 'artifact02', 'artifact01', 'artifact04', 'artifact03'], 'squeaking']",,,,,,,,2,,,sb,object_encounter,
688,pedagogical-4,Dog,3,,,,"['wug', 'wugs']",pedagogical,4,"['artifact', ['artifact05', 'artifact02', 'artifact01', 'artifact04', 'artifact03'], 'squeaking']",,,,,,,,3,,,sb,object_property,
688,pedagogical-4,,,NA,predicted_probability,,,pedagogical,4,,,Imagine that you come across another wug. What are the chances that it squeaks?,,slider,False,,False,4,0% (impossible),100% (certain),,followup,
688,pedagogical-4,,,wug,name_identification,"['nar', 'yem', 'zobby', 'vicket', 'wug', 'blus']",,pedagogical,,,,What is the name of the item you learned about? Please select its name from the options below.,,grid,False,,False,5,,,,followup,
688,pedagogical-4,,,NA,generic_endorsement,,"['wug', 'wugs']",pedagogical,,,"[['Yes', 'yes'], ['No', 'no']]",Would you say the following is true?,squeaking,mc,True,,False,6,,,,followup,
688,pedagogical-4,Dog,3,NA,perceived_character_knowledge,,"['wug', 'wugs']",pedagogical,4,"['artifact', ['artifact05', 'artifact02', 'artifact01', 'artifact04', 'artifact03'], 'squeaking']","[['Yes', 'yes'], ['No', 'no']]",Please refer to the image below. Did this character know that wugs could squeak before you observed it together?,,mc,False,True,True,7,,,,followup,
688,pedagogical-4,Dog,3,been_while,character_arrival,,"['wug', 'wugs']",pedagogical,4,"['artifact', ['artifact05', 'artifact02', 'artifact01', 'artifact04', 'artifact03'], 'squeaking']","[['This character is a new researcher who just arrived here', 'just_arrived'], ['This character has been doing research on this planet for a while', 'been_while']]","Please refer to the image below. Is this character a new researcher who just arrived here, or have they been doing research on this planet for a while?",,mc,False,False,True,8,,,,followup,
688,pedagogical-4,,,NA,freeform_followup,,,pedagogical,,,,"In the text box below, please describe briefly what happened in this experiment.",,freeform,False,,False,9,,,,followup,
798,pedagogical-4,Dog,7,,,,,pedagogical,,,,,,,,,,1,,,mh,agent_intro,
798,pedagogical-4,Dog,7,,,,"['dax', 'daxes']",pedagogical,4,"['artifact', ['artifact02', 'artifact05', 'artifact04', 'artifact03', 'artifact01'], 'squeaking']",,,,,,,,2,,,mh,object_encounter,
798,pedagogical-4,Dog,7,,,,"['dax', 'daxes']",pedagogical,4,"['artifact', ['artifact02', 'artifact05', 'artifact04', 'artifact03', 'artifact01'], 'squeaking']",,,,,,,,3,,,mh,object_property,
798,pedagogical-4,,,NA,predicted_probability,,,pedagogical,4,,,Imagine that you come across another dax. What are the chances that it squeaks?,,slider,False,,False,4,0% (impossible),100% (certain),,followup,
798,pedagogical-4,,,dax,name_identification,"['zobby', 'nar', 'yem', 'vicket', 'blus', 'dax']",,pedagogical,,,,What is the name of the item you learned about? Please select its name from the options below.,,grid,False,,False,5,,,,followup,
798,pedagogical-4,,,NA,generic_endorsement,,"['dax', 'daxes']",pedagogical,,,"[['Yes', 'yes'], ['No', 'no']]",Would you say the following is true?,squeaking,mc,True,,False,6,,,,followup,
798,pedagogical-4,Dog,7,NA,perceived_character_knowledge,,"['dax', 'daxes']",pedagogical,4,"['artifact', ['artifact02', 'artifact05', 'artifact04', 'artifact03', 'artifact01'], 'squeaking']","[['Yes', 'yes'], ['No', 'no']]",Please refer to the image below. Did this character know that daxes could squeak before you observed it together?,,mc,False,True,True,7,,,,followup,
798,pedagogical-4,Dog,7,been_while,character_arrival,,"['dax', 'daxes']",pedagogical,4,"['artifact', ['artifact02', 'artifact05', 'artifact04', 'artifact03', 'artifact01'], 'squeaking']","[['This character is a new researcher who just arrived here', 'just_arrived'], ['This character has been doing research on this planet for a while', 'been_while']]","Please refer to the image below. Is this character a new researcher who just arrived here, or have they been doing research on this planet for a while?",,mc,False,False,True,8,,,,followup,
798,pedagogical-4,,,NA,freeform_followup,,,pedagogical,,,,"In the text box below, please describe briefly what happened in this experiment.",,freeform,False,,False,9,,,,followup,
716,pedagogical-4,Dog,3,,,,,pedagogical,,,,,,,,,,1,,,sb,agent_intro,
716,pedagogical-4,Dog,3,,,,"['dax', 'daxes']",pedagogical,4,"['bird', ['bird02', 'bird01', 'bird08', 'bird06', 'bird09'], 'green feathers']",,,,,,,,2,,,sb,object_encounter,
716,pedagogical-4,Dog,3,,,,"['dax', 'daxes']",pedagogical,4,"['bird', ['bird02', 'bird01', 'bird08', 'bird06', 'bird09'], 'green feathers']",,,,,,,,3,,,sb,object_property,
716,pedagogical-4,,,NA,predicted_probability,,,pedagogical,4,,,Imagine that you come across another dax. What are the chances that it has green feathers?,,slider,False,,False,4,0% (impossible),100% (certain),,followup,
716,pedagogical-4,,,dax,name_identification,"['blus', 'dax', 'nar', 'zobby', 'yem', 'vicket']",,pedagogical,,,,What is the name of the item you learned about? Please select its name from the options below.,,grid,False,,False,5,,,,followup,
716,pedagogical-4,,,NA,generic_endorsement,,"['dax', 'daxes']",pedagogical,,,"[['Yes', 'yes'], ['No', 'no']]",Would you say the following is true?,green feathers,mc,True,,False,6,,,,followup,
716,pedagogical-4,Dog,3,NA,perceived_character_knowledge,,"['dax', 'daxes']",pedagogical,4,"['bird', ['bird02', 'bird01', 'bird08', 'bird06', 'bird09'], 'green feathers']","[['Yes', 'yes'], ['No', 'no']]",Please refer to the image below. Did this character know that daxes could have green feathers before you observed it together?,,mc,False,True,True,7,,,,followup,
716,pedagogical-4,Dog,3,been_while,character_arrival,,"['dax', 'daxes']",pedagogical,4,"['bird', ['bird02', 'bird01', 'bird08', 'bird06', 'bird09'], 'green feathers']","[['This character is a new researcher who just arrived here', 'just_arrived'], ['This character has been doing research on this planet for a while', 'been_while']]","Please refer to the image below. Is this character a new researcher who just arrived here, or have they been doing research on this planet for a while?",,mc,False,False,True,8,,,,followup,
716,pedagogical-4,,,NA,freeform_followup,,,pedagogical,,,,"In the text box below, please describe briefly what happened in this experiment.",,freeform,False,,False,9,,,,followup,
694,pedagogical-4,Sheep,6,,,,,pedagogical,,,,,,,,,,1,,,tg,agent_intro,
694,pedagogical-4,Sheep,6,,,,"['wug', 'wugs']",pedagogical,4,"['bird', ['bird01', 'bird06', 'bird02', 'bird08', 'bird09'], 'green feathers']",,,,,,,,2,,,tg,object_encounter,
694,pedagogical-4,Sheep,6,,,,"['wug', 'wugs']",pedagogical,4,"['bird', ['bird01', 'bird06', 'bird02', 'bird08', 'bird09'], 'green feathers']",,,,,,,,3,,,tg,object_property,
694,pedagogical-4,,,NA,predicted_probability,,,pedagogical,4,,,Imagine that you come across another wug. What are the chances that it has green feathers?,,slider,False,,False,4,0% (impossible),100% (certain),,followup,
694,pedagogical-4,,,wug,name_identification,"['blus', 'nar', 'zobby', 'yem', 'wug', 'vicket']",,pedagogical,,,,What is the name of the item you learned about? Please select its name from the options below.,,grid,False,,False,5,,,,followup,
694,pedagogical-4,,,NA,generic_endorsement,,"['wug', 'wugs']",pedagogical,,,"[['Yes', 'yes'], ['No', 'no']]",Would you say the following is true?,green feathers,mc,True,,False,6,,,,followup,
694,pedagogical-4,Sheep,6,NA,perceived_character_knowledge,,"['wug', 'wugs']",pedagogical,4,"['bird', ['bird01', 'bird06', 'bird02', 'bird08', 'bird09'], 'green feathers']","[['Yes', 'yes'], ['No', 'no']]",Please refer to the image below. Did this character know that wugs could have green feathers before you observed it together?,,mc,False,True,True,7,,,,followup,
694,pedagogical-4,Sheep,6,been_while,character_arrival,,"['wug', 'wugs']",pedagogical,4,"['bird', ['bird01', 'bird06', 'bird02', 'bird08', 'bird09'], 'green feathers']","[['This character is a new researcher who just arrived here', 'just_arrived'], ['This character has been doing research on this planet for a while', 'been_while']]","Please refer to the image below. Is this character a new researcher who just arrived here, or have they been doing research on this planet for a while?",,mc,False,False,True,8,,,,followup,
694,pedagogical-4,,,NA,freeform_followup,,,pedagogical,,,,"In the text box below, please describe briefly what happened in this experiment.",,freeform,False,,False,9,,,,followup,
680,pedagogical-4,Tiger,6,,,,,pedagogical,,,,,,,,,,1,,,tg,agent_intro,
680,pedagogical-4,Tiger,6,,,,"['dax', 'daxes']",pedagogical,4,"['flower', ['flower03', 'flower02', 'flower01', 'flower05', 'flower04'], 'purple petals']",,,,,,,,2,,,tg,object_encounter,
680,pedagogical-4,Tiger,6,,,,"['dax', 'daxes']",pedagogical,4,"['flower', ['flower03', 'flower02', 'flower01', 'flower05', 'flower04'], 'purple petals']",,,,,,,,3,,,tg,object_property,
